file,split,label,modify_video,modify_audio,n_fakes,duration,video_frames,audio_channels,audio_frames,original,fake_periods
dev/024066.mp4,dev,1,0,1,1,9.984,245,1,157696,dev/024063.mp4,"[[8.3, 8.844]]"
dev/024063.mp4,dev,0,0,0,0,9.6,237,1,151552,,[]
dev/024064.mp4,dev,1,1,1,1,9.984,245,1,157696,dev/024063.mp4,"[[8.3, 8.874]]"
dev/024074.mp4,dev,1,0,1,1,5.824,144,1,91136,dev/024071.mp4,"[[2.9, 3.324]]"
dev/024068.mp4,dev,1,1,1,1,5.056,123,1,78848,dev/024067.mp4,"[[1.8, 2.434]]"
dev/024070.mp4,dev,1,0,1,1,5.056,123,1,78848,dev/024067.mp4,"[[1.8, 2.384]]"
dev/024072.mp4,dev,1,1,1,1,6.272,155,1,98304,dev/024071.mp4,"[[2.9, 3.744]]"
dev/024073.mp4,dev,1,1,0,1,5.632,139,1,88064,dev/024071.mp4,"[[2.9, 3.1]]"
dev/024065.mp4,dev,1,1,0,1,9.728,239,1,153600,dev/024063.mp4,"[[8.3, 8.58]]"
dev/024076.mp4,dev,1,1,1,1,5.632,137,1,88064,dev/024075.mp4,"[[2.0, 2.634]]"
dev/024083.mp4,dev,0,0,0,0,4.096,100,1,63488,,[]
dev/024077.mp4,dev,1,1,0,1,5.376,132,1,83968,dev/024075.mp4,"[[2.0, 2.364]]"
dev/024080.mp4,dev,1,1,1,1,6.528,161,1,102400,dev/024079.mp4,"[[1.2, 1.954]]"
dev/024078.mp4,dev,1,0,1,1,5.632,137,1,88064,dev/024075.mp4,"[[2.0, 2.624]]"
dev/024087.mp4,dev,0,0,0,0,4.48,109,1,69632,,[]
dev/024024.mp4,dev,1,1,1,1,6.464,159,1,101376,dev/024023.mp4,"[[0.2, 0.984]]"
dev/024081.mp4,dev,1,1,0,1,6.144,150,1,96256,dev/024079.mp4,"[[1.2, 1.48]]"
dev/024079.mp4,dev,0,0,0,0,6.016,148,1,94208,,[]
dev/024082.mp4,dev,1,0,1,1,6.528,161,1,102400,dev/024079.mp4,"[[1.2, 1.944]]"
dev/024086.mp4,dev,1,0,1,1,4.864,117,1,75776,dev/024083.mp4,"[[1.7, 2.604]]"
dev/024034.mp4,dev,1,0,1,1,4.8,117,1,74752,dev/024031.mp4,"[[0.8, 1.52]]"
dev/024089.mp4,dev,1,1,0,1,4.608,112,1,71680,dev/024087.mp4,"[[1.1, 1.3]]"
dev/024096.mp4,dev,1,1,1,1,5.056,123,1,78848,dev/024095.mp4,"[[3.2, 3.744]]"
dev/024098.mp4,dev,1,0,1,1,5.056,123,1,78848,dev/024095.mp4,"[[3.2, 3.744]]"
dev/024039.mp4,dev,0,0,0,0,4.224,104,1,65536,,[]
dev/024092.mp4,dev,1,1,1,1,12.544,311,1,198656,dev/024091.mp4,"[[2.4, 3.124]]"
dev/024093.mp4,dev,1,1,0,1,12.032,298,1,190464,dev/024091.mp4,"[[2.4, 2.6]]"
dev/024036.mp4,dev,1,1,1,1,12.16,299,1,192512,dev/024035.mp4,"[[2.9, 3.594]]"
dev/024094.mp4,dev,1,0,1,1,12.608,312,1,199680,dev/024091.mp4,"[[2.4, 3.16]]"
dev/024099.mp4,dev,0,0,0,0,10.688,265,1,168960,,[]
dev/024101.mp4,dev,1,1,0,2,10.88,269,1,172032,dev/024099.mp4,"[[1.1, 1.464], [7.664, 7.944]]"
dev/024037.mp4,dev,1,1,0,1,11.968,295,1,189440,dev/024035.mp4,"[[2.9, 3.38]]"
dev/024041.mp4,dev,1,1,1,2,14.016,347,1,222208,dev/024040.mp4,"[[12.3, 12.934], [3.8, 4.434]]"
dev/024103.mp4,dev,1,1,1,1,10.944,271,1,173056,dev/024099.mp4,"[[1.1, 1.674]]"
dev/024104.mp4,dev,1,1,0,1,10.816,267,1,171008,dev/024099.mp4,"[[1.1, 1.464]]"
dev/024044.mp4,dev,1,1,1,1,13.696,339,1,217088,dev/024040.mp4,"[[12.3, 12.994]]"
dev/024106.mp4,dev,0,0,0,0,19.84,494,1,315392,,[]
dev/024114.mp4,dev,1,1,1,1,7.808,192,1,122880,dev/024113.mp4,"[[3.2, 4.164]]"
dev/024111.mp4,dev,1,1,0,1,19.968,496,1,317440,dev/024106.mp4,"[[1.4, 1.88]]"
dev/024115.mp4,dev,1,1,0,1,7.04,173,1,110592,dev/024113.mp4,"[[3.2, 3.4]]"
dev/024116.mp4,dev,1,0,1,1,7.872,194,1,123904,dev/024113.mp4,"[[3.2, 4.24]]"
dev/024119.mp4,dev,1,1,0,1,7.424,183,1,116736,dev/024117.mp4,"[[4.9, 5.1]]"
dev/024117.mp4,dev,0,0,0,0,7.296,180,1,114688,,[]
dev/024120.mp4,dev,1,0,1,1,7.68,189,1,120832,dev/024117.mp4,"[[4.9, 5.404]]"
dev/024118.mp4,dev,1,1,1,1,8.192,202,1,129024,dev/024117.mp4,"[[4.9, 5.924]]"
dev/024059.mp4,dev,1,1,1,1,10.048,248,1,158720,dev/024058.mp4,"[[7.5, 8.164]]"
dev/024125.mp4,dev,0,0,0,0,6.336,156,1,99328,,[]
dev/024121.mp4,dev,0,0,0,0,10.624,264,1,167936,,[]
dev/024126.mp4,dev,1,1,1,1,6.592,162,1,103424,dev/024125.mp4,"[[2.8, 3.464]]"
dev/024127.mp4,dev,1,1,0,1,6.464,158,1,101376,dev/024125.mp4,"[[2.8, 3.28]]"
dev/024128.mp4,dev,1,0,1,1,6.528,160,1,102400,dev/024125.mp4,"[[2.8, 3.424]]"
dev/024122.mp4,dev,1,1,1,1,11.136,276,1,176128,dev/024121.mp4,"[[2.8, 3.944]]"
dev/024123.mp4,dev,1,1,0,1,10.752,266,1,169984,dev/024121.mp4,"[[2.8, 3.48]]"
dev/024124.mp4,dev,1,0,1,1,11.136,276,1,176128,dev/024121.mp4,"[[2.8, 3.904]]"
dev/024130.mp4,dev,0,0,0,0,8.0,198,1,125952,,[]
dev/024134.mp4,dev,0,0,0,0,4.992,123,1,77824,,[]
dev/024133.mp4,dev,1,0,1,1,8.512,209,1,134144,dev/024130.mp4,"[[2.1, 2.804]]"
dev/024131.mp4,dev,1,1,1,1,8.576,211,1,135168,dev/024130.mp4,"[[2.1, 2.824]]"
dev/024136.mp4,dev,1,1,1,1,11.072,273,1,175104,dev/024135.mp4,"[[8.3, 9.564]]"
dev/024085.mp4,dev,1,1,0,1,4.224,102,1,65536,dev/024083.mp4,"[[1.7, 1.98]]"
dev/024090.mp4,dev,1,0,1,1,4.864,118,1,75776,dev/024087.mp4,"[[1.1, 1.564]]"
dev/024084.mp4,dev,1,1,1,1,4.864,117,1,75776,dev/024083.mp4,"[[1.7, 2.634]]"
dev/024088.mp4,dev,1,1,1,1,5.376,131,1,83968,dev/024087.mp4,"[[1.1, 2.094]]"
dev/024137.mp4,dev,1,1,0,1,10.112,250,1,159744,dev/024135.mp4,"[[8.3, 8.58]]"
dev/024139.mp4,dev,0,0,0,0,9.344,232,1,147456,,[]
dev/024097.mp4,dev,1,1,0,1,4.864,119,1,75776,dev/024095.mp4,"[[3.2, 3.564]]"
dev/024143.mp4,dev,0,0,0,0,4.16,102,1,64512,,[]
dev/024142.mp4,dev,1,0,1,1,9.728,241,1,153600,dev/024139.mp4,"[[8.3, 8.964]]"
dev/024095.mp4,dev,0,0,0,0,4.8,118,1,74752,,[]
dev/024145.mp4,dev,1,1,1,1,9.792,241,1,154624,dev/024144.mp4,"[[5.6, 6.444]]"
dev/024091.mp4,dev,0,0,0,0,11.904,296,1,188416,,[]
dev/024147.mp4,dev,1,0,1,1,9.792,241,1,154624,dev/024144.mp4,"[[5.6, 6.444]]"
dev/024148.mp4,dev,0,0,0,0,10.112,250,1,159744,,[]
dev/024149.mp4,dev,1,1,1,2,11.328,280,1,179200,dev/024148.mp4,"[[5.2, 5.834], [8.934, 9.808]]"
dev/024144.mp4,dev,0,0,0,0,9.6,238,1,151552,,[]
dev/024102.mp4,dev,1,0,1,2,11.456,283,1,181248,dev/024099.mp4,"[[1.1, 1.684], [7.884, 8.588]]"
dev/024150.mp4,dev,1,1,0,2,10.368,255,1,163840,dev/024148.mp4,"[[5.2, 5.4], [8.5, 8.7]]"
dev/024100.mp4,dev,1,1,1,2,11.584,287,1,183296,dev/024099.mp4,"[[1.1, 1.764], [7.964, 8.688]]"
dev/024105.mp4,dev,1,0,1,1,10.88,269,1,172032,dev/024099.mp4,"[[1.1, 1.604]]"
dev/024151.mp4,dev,1,0,1,2,11.52,284,1,182272,dev/024148.mp4,"[[5.2, 5.84], [8.94, 9.86]]"
dev/024155.mp4,dev,0,0,0,0,4.224,103,1,65536,,[]
dev/024156.mp4,dev,1,1,1,1,4.736,114,1,73728,dev/024155.mp4,"[[2.6, 3.234]]"
dev/024157.mp4,dev,1,1,0,1,4.352,105,1,67584,dev/024155.mp4,"[[2.6, 2.8]]"
dev/024158.mp4,dev,1,0,1,1,4.8,116,1,74752,dev/024155.mp4,"[[2.6, 3.24]]"
dev/024113.mp4,dev,0,0,0,0,6.912,171,1,108544,,[]
dev/024152.mp4,dev,1,1,1,1,10.624,261,1,167936,dev/024148.mp4,"[[5.2, 5.834]]"
dev/024153.mp4,dev,1,1,0,1,10.24,252,1,161792,dev/024148.mp4,"[[5.2, 5.4]]"
dev/024166.mp4,dev,0,0,0,0,7.936,196,1,124928,,[]
dev/024159.mp4,dev,0,0,0,0,13.632,339,1,216064,,[]
dev/024161.mp4,dev,1,1,0,2,13.824,343,1,219136,dev/024159.mp4,"[[3.5, 3.7], [6.1, 6.464]]"
dev/024164.mp4,dev,1,1,0,1,13.76,342,1,218112,dev/024159.mp4,"[[3.5, 3.7]]"
dev/024163.mp4,dev,1,1,1,1,14.144,351,1,224256,dev/024159.mp4,"[[3.5, 4.134]]"
dev/024167.mp4,dev,1,1,1,1,8.064,199,1,126976,dev/024166.mp4,"[[5.5, 6.224]]"
dev/024162.mp4,dev,1,0,1,2,14.208,351,1,225280,dev/024159.mp4,"[[3.5, 3.884], [6.284, 6.908]]"
dev/024168.mp4,dev,1,1,0,1,8.0,197,1,125952,dev/024166.mp4,"[[5.5, 6.164]]"
dev/024165.mp4,dev,1,0,1,1,13.888,345,1,220160,dev/024159.mp4,"[[3.5, 3.844]]"
dev/024169.mp4,dev,1,0,1,1,8.0,197,1,125952,dev/024166.mp4,"[[5.5, 6.204]]"
dev/024160.mp4,dev,1,1,1,2,14.592,361,1,231424,dev/024159.mp4,"[[3.5, 4.224], [6.624, 7.258]]"
dev/024170.mp4,dev,0,0,0,0,13.184,327,1,208896,,[]
dev/024172.mp4,dev,1,1,0,1,13.312,330,1,210944,dev/024170.mp4,"[[2.9, 3.3]]"
dev/024171.mp4,dev,1,1,1,1,13.632,338,1,216064,dev/024170.mp4,"[[2.9, 3.624]]"
dev/024173.mp4,dev,1,0,1,1,13.504,334,1,214016,dev/024170.mp4,"[[2.9, 3.524]]"
dev/024175.mp4,dev,1,1,1,1,7.744,190,1,121856,dev/024174.mp4,"[[3.2, 3.744]]"
dev/024176.mp4,dev,1,1,0,1,7.424,182,1,116736,dev/024174.mp4,"[[3.2, 3.4]]"
dev/024178.mp4,dev,0,0,0,0,7.936,196,1,124928,,[]
dev/024177.mp4,dev,1,0,1,1,7.808,191,1,122880,dev/024174.mp4,"[[3.2, 3.76]]"
dev/024179.mp4,dev,1,1,1,1,8.448,208,1,133120,dev/024178.mp4,"[[3.1, 3.884]]"
dev/024182.mp4,dev,0,0,0,0,5.824,144,1,91136,,[]
dev/024183.mp4,dev,1,1,1,1,6.336,155,1,99328,dev/024182.mp4,"[[1.1, 1.944]]"
dev/024180.mp4,dev,1,1,0,1,8.064,199,1,126976,dev/024178.mp4,"[[3.1, 3.5]]"
dev/024181.mp4,dev,1,0,1,1,8.32,205,1,131072,dev/024178.mp4,"[[3.1, 3.804]]"
dev/024185.mp4,dev,1,0,1,1,6.272,153,1,98304,dev/024182.mp4,"[[1.1, 1.924]]"
dev/024187.mp4,dev,0,0,0,0,5.76,141,1,90112,,[]
dev/024189.mp4,dev,1,1,1,1,8.512,210,1,134144,dev/024188.mp4,"[[1.5, 2.164]]"
dev/024135.mp4,dev,0,0,0,0,9.984,248,1,157696,,[]
dev/024129.mp4,dev,0,0,0,0,4.864,119,1,75776,,[]
dev/024138.mp4,dev,1,0,1,1,11.072,273,1,175104,dev/024135.mp4,"[[8.3, 9.524]]"
dev/024132.mp4,dev,1,1,0,1,8.128,200,1,128000,dev/024130.mp4,"[[2.1, 2.38]]"
dev/024196.mp4,dev,1,1,1,1,17.6,438,1,279552,dev/024192.mp4,"[[5.8, 7.094]]"
dev/024194.mp4,dev,1,1,0,2,16.704,415,1,265216,dev/024192.mp4,"[[5.8, 6.08], [15.88, 16.08]]"
dev/024200.mp4,dev,1,1,1,1,9.152,226,1,144384,dev/024199.mp4,"[[0.4, 1.394]]"
dev/024192.mp4,dev,0,0,0,0,16.512,411,1,262144,,[]
dev/024201.mp4,dev,1,1,0,1,8.512,209,1,134144,dev/024199.mp4,"[[0.4, 0.68]]"
dev/024140.mp4,dev,1,1,1,1,9.728,241,1,153600,dev/024139.mp4,"[[8.3, 8.994]]"
dev/024193.mp4,dev,1,1,1,2,18.112,449,1,287744,dev/024192.mp4,"[[5.8, 6.974], [16.774, 17.498]]"
dev/024199.mp4,dev,0,0,0,0,8.384,207,1,132096,,[]
dev/024195.mp4,dev,1,0,1,2,18.112,449,1,287744,dev/024192.mp4,"[[5.8, 6.944], [16.744, 17.504]]"
dev/024198.mp4,dev,1,0,1,1,17.6,438,1,279552,dev/024192.mp4,"[[5.8, 7.094]]"
dev/024141.mp4,dev,1,1,0,1,9.472,235,1,149504,dev/024139.mp4,"[[8.3, 8.7]]"
dev/024204.mp4,dev,1,1,1,2,12.352,305,1,195584,dev/024203.mp4,"[[1.6, 2.324], [4.624, 5.288]]"
dev/024203.mp4,dev,0,0,0,0,11.584,287,1,183296,,[]
dev/024206.mp4,dev,1,0,1,2,12.352,305,1,195584,dev/024203.mp4,"[[1.6, 2.324], [4.624, 5.288]]"
dev/024207.mp4,dev,1,1,1,1,12.096,298,1,191488,dev/024203.mp4,"[[1.6, 2.414]]"
dev/024209.mp4,dev,1,0,1,1,12.096,299,1,191488,dev/024203.mp4,"[[1.6, 2.414]]"
dev/024146.mp4,dev,1,1,0,1,9.664,238,1,152576,dev/024144.mp4,"[[5.6, 6.364]]"
dev/024210.mp4,dev,0,0,0,0,13.248,329,1,209920,,[]
dev/024154.mp4,dev,1,0,1,1,10.688,263,1,168960,dev/024148.mp4,"[[5.2, 5.84]]"
dev/024211.mp4,dev,1,1,1,2,14.592,361,1,231424,dev/024210.mp4,"[[0.5, 1.554], [2.254, 2.918]]"
dev/024213.mp4,dev,1,0,1,2,14.464,358,1,229376,dev/024210.mp4,"[[0.5, 1.524], [2.224, 2.848]]"
dev/024212.mp4,dev,1,1,0,2,13.44,334,1,212992,dev/024210.mp4,"[[0.5, 0.78], [1.48, 1.76]]"
dev/024215.mp4,dev,1,1,0,1,13.376,331,1,211968,dev/024210.mp4,"[[0.5, 0.78]]"
dev/024220.mp4,dev,1,0,1,2,13.696,340,1,217088,dev/024217.mp4,"[[3.0, 3.72], [9.72, 10.904]]"
dev/024216.mp4,dev,1,0,1,1,14.144,350,1,224256,dev/024210.mp4,"[[0.5, 1.564]]"
dev/024217.mp4,dev,0,0,0,0,12.8,318,1,202752,,[]
dev/024221.mp4,dev,1,1,1,1,12.608,312,1,199680,dev/024217.mp4,"[[3.0, 3.604]]"
dev/024223.mp4,dev,1,0,1,1,12.608,313,1,199680,dev/024217.mp4,"[[3.0, 3.604]]"
dev/024218.mp4,dev,1,1,1,2,13.632,338,1,216064,dev/024217.mp4,"[[3.0, 3.694], [9.694, 10.898]]"
dev/024222.mp4,dev,1,1,0,1,12.864,319,1,203776,dev/024217.mp4,"[[3.0, 3.864]]"
dev/024229.mp4,dev,1,1,1,1,6.016,148,1,94208,dev/024228.mp4,"[[2.4, 3.544]]"
dev/024227.mp4,dev,1,0,1,1,7.872,195,1,123904,dev/024224.mp4,"[[6.0, 6.864]]"
dev/024225.mp4,dev,1,1,1,1,7.872,195,1,123904,dev/024224.mp4,"[[6.0, 6.874]]"
dev/024224.mp4,dev,0,0,0,0,7.232,179,1,113664,,[]
dev/024228.mp4,dev,0,0,0,0,5.504,136,1,86016,,[]
dev/024230.mp4,dev,1,1,0,1,5.632,138,1,88064,dev/024228.mp4,"[[2.4, 3.08]]"
dev/024226.mp4,dev,1,1,0,1,7.36,181,1,115712,dev/024224.mp4,"[[6.0, 6.28]]"
dev/024174.mp4,dev,0,0,0,0,7.296,180,1,114688,,[]
dev/024234.mp4,dev,1,1,0,1,6.464,158,1,101376,dev/024232.mp4,"[[1.6, 1.88]]"
dev/024232.mp4,dev,0,0,0,0,6.336,156,1,99328,,[]
dev/024239.mp4,dev,1,0,1,1,9.088,224,1,143360,dev/024236.mp4,"[[2.2, 3.12]]"
dev/024237.mp4,dev,1,1,1,1,9.024,222,1,142336,dev/024236.mp4,"[[2.2, 3.044]]"
dev/024238.mp4,dev,1,1,0,1,8.384,206,1,132096,dev/024236.mp4,"[[2.2, 2.4]]"
dev/024191.mp4,dev,1,0,1,1,8.192,202,1,129024,dev/024188.mp4,"[[1.5, 1.844]]"
dev/024186.mp4,dev,0,0,0,0,6.72,166,1,105472,,[]
dev/024188.mp4,dev,0,0,0,0,7.936,196,1,124928,,[]
dev/024245.mp4,dev,1,1,1,1,4.608,112,1,71680,dev/024244.mp4,"[[2.8, 3.344]]"
dev/024247.mp4,dev,1,0,1,1,4.608,112,1,71680,dev/024244.mp4,"[[2.8, 3.344]]"
dev/024246.mp4,dev,1,1,0,1,4.416,108,1,68608,dev/024244.mp4,"[[2.8, 3.164]]"
dev/024184.mp4,dev,1,1,0,1,5.952,146,1,93184,dev/024182.mp4,"[[1.1, 1.58]]"
dev/024240.mp4,dev,0,0,0,0,16.064,400,1,254976,,[]
dev/024243.mp4,dev,1,0,1,1,16.384,407,1,260096,dev/024240.mp4,"[[12.1, 12.924]]"
dev/024242.mp4,dev,1,1,0,1,16.192,402,1,257024,dev/024240.mp4,"[[12.1, 12.664]]"
dev/024197.mp4,dev,1,1,0,1,16.64,413,1,264192,dev/024192.mp4,"[[5.8, 6.08]]"
dev/024251.mp4,dev,1,0,1,1,7.744,189,1,121856,dev/024248.mp4,"[[0.0, 0.574]]"
dev/024248.mp4,dev,0,0,0,0,7.68,189,1,120832,,[]
dev/024250.mp4,dev,1,1,0,1,7.744,189,1,121856,dev/024248.mp4,"[[0.0, 0.564]]"
dev/024249.mp4,dev,1,1,1,1,7.744,189,1,121856,dev/024248.mp4,"[[0.0, 0.574]]"
dev/024190.mp4,dev,1,1,0,1,8.064,199,1,126976,dev/024188.mp4,"[[1.5, 1.7]]"
dev/024254.mp4,dev,1,1,0,1,11.456,283,1,181248,dev/024252.mp4,"[[2.0, 2.28]]"
dev/024202.mp4,dev,1,0,1,1,9.152,226,1,144384,dev/024199.mp4,"[[0.4, 1.384]]"
dev/024256.mp4,dev,0,0,0,0,4.352,107,1,67584,,[]
dev/024257.mp4,dev,0,0,0,0,4.544,112,1,70656,,[]
dev/024205.mp4,dev,1,1,0,2,11.776,291,1,186368,dev/024203.mp4,"[[1.6, 2.0], [4.3, 4.664]]"
dev/024255.mp4,dev,1,0,1,1,11.84,294,1,187392,dev/024252.mp4,"[[2.0, 2.744]]"
dev/024265.mp4,dev,0,0,0,0,8.448,209,1,133120,,[]
dev/024258.mp4,dev,0,0,0,0,12.736,316,1,201728,,[]
dev/024259.mp4,dev,1,1,1,2,13.76,341,1,218112,dev/024258.mp4,"[[8.6, 9.264], [9.364, 9.968]]"
dev/024208.mp4,dev,1,1,0,1,11.712,289,1,185344,dev/024203.mp4,"[[1.6, 2.0]]"
dev/024262.mp4,dev,1,1,1,1,13.312,329,1,210944,dev/024258.mp4,"[[8.6, 9.264]]"
dev/024260.mp4,dev,1,1,0,2,12.992,321,1,205824,dev/024258.mp4,"[[8.6, 8.8], [8.9, 9.1]]"
dev/024263.mp4,dev,1,1,0,1,12.864,318,1,203776,dev/024258.mp4,"[[8.6, 8.8]]"
dev/024264.mp4,dev,1,0,1,1,13.376,330,1,211968,dev/024258.mp4,"[[8.6, 9.28]]"
dev/024266.mp4,dev,1,1,1,1,9.6,236,1,151552,dev/024265.mp4,"[[4.5, 5.824]]"
dev/024261.mp4,dev,1,0,1,2,13.888,344,1,220160,dev/024258.mp4,"[[8.6, 9.28], [9.38, 10.02]]"
dev/024269.mp4,dev,0,0,0,0,4.224,104,1,65536,,[]
dev/024214.mp4,dev,1,1,1,1,14.144,350,1,224256,dev/024210.mp4,"[[0.5, 1.584]]"
dev/024272.mp4,dev,1,1,0,1,9.536,234,1,150528,dev/024270.mp4,"[[4.5, 4.964]]"
dev/024270.mp4,dev,0,0,0,0,9.408,233,1,148480,,[]
dev/024271.mp4,dev,1,1,1,1,9.664,237,1,152576,dev/024270.mp4,"[[4.5, 5.134]]"
dev/024267.mp4,dev,1,1,0,1,8.576,211,1,135168,dev/024265.mp4,"[[4.5, 4.78]]"
dev/024273.mp4,dev,1,0,1,1,9.664,237,1,152576,dev/024270.mp4,"[[4.5, 5.124]]"
dev/024268.mp4,dev,1,0,1,1,9.6,236,1,151552,dev/024265.mp4,"[[4.5, 5.804]]"
dev/024275.mp4,dev,1,1,1,1,6.912,171,1,108544,dev/024274.mp4,"[[4.0, 5.084]]"
dev/024219.mp4,dev,1,1,0,2,12.928,321,1,204800,dev/024217.mp4,"[[3.0, 3.864], [9.864, 10.144]]"
dev/024281.mp4,dev,1,0,1,2,12.288,304,1,194560,dev/024278.mp4,"[[9.1, 9.524], [7.7, 7.964]]"
dev/024278.mp4,dev,0,0,0,0,11.776,292,1,186368,,[]
dev/024280.mp4,dev,1,1,0,2,12.032,298,1,190464,dev/024278.mp4,"[[9.1, 9.3], [7.7, 7.9]]"
dev/024279.mp4,dev,1,1,1,2,12.8,317,1,202752,dev/024278.mp4,"[[9.1, 9.914], [7.7, 8.124]]"
dev/024285.mp4,dev,0,0,0,0,5.504,136,1,86016,,[]
dev/024282.mp4,dev,1,1,1,1,12.48,309,1,197632,dev/024278.mp4,"[[9.1, 9.884]]"
dev/024286.mp4,dev,1,1,1,1,5.824,142,1,91136,dev/024285.mp4,"[[4.4, 5.034]]"
dev/024288.mp4,dev,1,0,1,1,5.824,142,1,91136,dev/024285.mp4,"[[4.4, 5.024]]"
dev/024287.mp4,dev,1,1,0,1,5.568,137,1,87040,dev/024285.mp4,"[[4.4, 4.764]]"
dev/024289.mp4,dev,0,0,0,0,7.68,190,1,120832,,[]
dev/024233.mp4,dev,1,1,1,1,7.168,177,1,112640,dev/024232.mp4,"[[1.6, 2.654]]"
dev/024290.mp4,dev,1,1,1,1,7.616,186,1,119808,dev/024289.mp4,"[[0.8, 1.434]]"
dev/024236.mp4,dev,0,0,0,0,8.256,204,1,130048,,[]
dev/024292.mp4,dev,1,0,1,1,7.68,188,1,120832,dev/024289.mp4,"[[0.8, 1.44]]"
dev/024244.mp4,dev,0,0,0,0,4.352,107,1,67584,,[]
dev/024235.mp4,dev,1,0,1,1,7.104,175,1,111616,dev/024232.mp4,"[[1.6, 2.624]]"
dev/024293.mp4,dev,0,0,0,0,11.52,285,1,182272,,[]
dev/024231.mp4,dev,1,0,1,1,6.016,148,1,94208,dev/024228.mp4,"[[2.4, 3.504]]"
dev/024294.mp4,dev,1,1,1,2,12.416,307,1,196608,dev/024293.mp4,"[[8.6, 9.594], [6.3, 7.534]]"
dev/024296.mp4,dev,1,0,1,2,12.352,306,1,195584,dev/024293.mp4,"[[8.6, 9.584], [6.3, 7.484]]"
dev/024301.mp4,dev,1,1,1,1,9.472,233,1,149504,dev/024300.mp4,"[[5.1, 5.554]]"
dev/024297.mp4,dev,1,1,1,1,12.096,299,1,191488,dev/024293.mp4,"[[8.6, 9.774]]"
dev/024302.mp4,dev,1,1,0,1,9.344,230,1,147456,dev/024300.mp4,"[[5.1, 5.464]]"
dev/024303.mp4,dev,1,0,1,1,9.408,232,1,148480,dev/024300.mp4,"[[5.1, 5.524]]"
dev/024299.mp4,dev,1,0,1,1,12.032,297,1,190464,dev/024293.mp4,"[[8.6, 9.744]]"
dev/024241.mp4,dev,1,1,1,1,16.448,409,1,261120,dev/024240.mp4,"[[12.1, 12.974]]"
dev/024304.mp4,dev,0,0,0,0,12.416,308,1,196608,,[]
dev/024311.mp4,dev,0,0,0,0,5.44,134,1,84992,,[]
dev/024305.mp4,dev,1,1,1,2,13.44,333,1,212992,dev/024304.mp4,"[[11.4, 12.004], [10.2, 10.954]]"
dev/024253.mp4,dev,1,1,1,1,11.84,294,1,187392,dev/024252.mp4,"[[2.0, 2.754]]"
dev/024252.mp4,dev,0,0,0,0,11.328,281,1,179200,,[]
dev/024309.mp4,dev,1,1,0,1,12.544,310,1,198656,dev/024304.mp4,"[[11.4, 11.68]]"
dev/024307.mp4,dev,1,0,1,2,13.504,335,1,214016,dev/024304.mp4,"[[11.4, 11.984], [10.2, 11.0]]"
dev/024308.mp4,dev,1,1,1,1,12.736,316,1,201728,dev/024304.mp4,"[[11.4, 11.974]]"
dev/024310.mp4,dev,1,0,1,1,12.736,316,1,201728,dev/024304.mp4,"[[11.4, 11.944]]"
dev/024312.mp4,dev,0,0,0,0,10.88,269,1,172032,,[]
dev/024314.mp4,dev,1,1,0,1,10.944,270,1,173056,dev/024312.mp4,"[[5.5, 6.064]]"
dev/024316.mp4,dev,0,0,0,0,6.912,171,1,108544,,[]
dev/024313.mp4,dev,1,1,1,1,10.944,270,1,173056,dev/024312.mp4,"[[5.5, 6.074]]"
dev/024319.mp4,dev,1,1,0,1,8.768,217,1,138240,dev/024317.mp4,"[[3.7, 3.9]]"
dev/024317.mp4,dev,0,0,0,0,8.64,214,1,136192,,[]
dev/024318.mp4,dev,1,1,1,1,9.856,244,1,155648,dev/024317.mp4,"[[3.7, 4.994]]"
dev/024320.mp4,dev,1,0,1,1,9.152,226,1,144384,dev/024317.mp4,"[[3.7, 4.284]]"
dev/024326.mp4,dev,0,0,0,0,4.8,118,1,74752,,[]
dev/024322.mp4,dev,0,0,0,0,9.088,225,1,143360,,[]
dev/024325.mp4,dev,1,0,1,1,8.896,219,1,140288,dev/024322.mp4,"[[5.0, 5.68]]"
dev/024324.mp4,dev,1,1,0,1,9.152,226,1,144384,dev/024322.mp4,"[[5.0, 5.964]]"
dev/024323.mp4,dev,1,1,1,1,8.832,218,1,139264,dev/024322.mp4,"[[5.0, 5.664]]"
dev/024274.mp4,dev,0,0,0,0,6.272,155,1,98304,,[]
dev/024276.mp4,dev,1,1,0,1,6.4,157,1,100352,dev/024274.mp4,"[[4.0, 4.48]]"
dev/024335.mp4,dev,1,1,1,1,6.528,160,1,102400,dev/024334.mp4,"[[3.5, 4.554]]"
dev/024277.mp4,dev,1,0,1,1,6.912,171,1,108544,dev/024274.mp4,"[[4.0, 5.064]]"
dev/024283.mp4,dev,1,1,0,1,11.904,295,1,188416,dev/024278.mp4,"[[9.1, 9.3]]"
dev/024336.mp4,dev,1,1,0,1,5.76,141,1,90112,dev/024334.mp4,"[[3.5, 3.78]]"
dev/024329.mp4,dev,1,1,0,2,19.904,494,1,316416,dev/024327.mp4,"[[14.4, 14.6], [15.3, 15.5]]"
dev/024327.mp4,dev,0,0,0,0,19.648,489,1,312320,,[]
dev/024338.mp4,dev,0,0,0,0,7.68,189,1,120832,,[]
dev/024337.mp4,dev,1,0,1,1,6.464,158,1,101376,dev/024334.mp4,"[[3.5, 4.524]]"
dev/024332.mp4,dev,1,1,0,1,19.776,491,1,314368,dev/024327.mp4,"[[14.4, 14.6]]"
